playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
aceveju01,2001,1,COL,NL,0,2,39,0,0,0,0,96,37,20,4,19,26,0.285,5.63,6.0,0,1.0,0,153.0,14,24,2.0,1.0,3.0
aceveju01,2001,2,FLO,NL,2,3,20,0,0,0,0,85,31,8,2,16,21,0.284,2.54,3.0,1,1.0,0,129.0,6,11,1.0,2.0,2.0
aceveju01,2002,1,DET,AL,1,5,65,0,0,0,28,224,68,22,4,23,43,0.246,2.65,3.0,2,5.0,0,314.0,48,33,5.0,5.0,10.0
aceveju01,2003,1,NYA,AL,0,3,25,0,0,0,6,77,34,22,5,10,19,0.315,7.71,3.0,2,2.0,0,125.0,19,24,2.0,3.0,0.0
aceveju01,2003,2,TOR,AL,1,2,14,0,0,0,0,38,18,6,1,8,9,0.327,4.26,1.0,2,0.0,0,63.0,6,8,0.0,0.0,2.0
achteaj01,2014,1,MIN,AL,1,0,7,0,0,0,0,33,14,4,2,3,5,0.304,3.27,0.0,0,0.0,0,49.0,1,7,0.0,0.0,0.0
achteaj01,2015,1,MIN,AL,0,1,11,0,0,0,0,40,12,10,4,6,14,0.231,6.75,1.0,0,0.0,0,58.0,4,10,0.0,0.0,1.0
achteaj01,2016,1,LAA,AL,1,0,27,0,0,0,0,113,43,13,7,12,14,0.295,3.11,1.0,0,1.0,0,160.0,17,13,0.0,1.0,7.0
ackerji01,1983,1,TOR,AL,5,1,38,5,0,0,1,293,103,47,7,38,44,0.273,4.33,1.0,1,8.0,0,426.0,8,52,1.0,2.0,17.0
ackerji01,1984,1,TOR,AL,3,5,32,3,0,0,1,216,79,35,3,25,33,0.286,4.38,3.0,5,6.0,0,312.0,9,39,4.0,1.0,14.0
ackerji01,1985,1,TOR,AL,7,2,61,0,0,0,10,259,86,31,7,43,42,0.268,3.23,1.0,2,3.0,0,370.0,26,35,1.0,2.0,16.0
ackerji01,1986,2,ATL,NL,3,8,21,14,0,0,0,285,100,40,7,26,37,0.274,3.79,3.0,2,1.0,0,402.0,3,47,6.0,4.0,8.0
ackerji01,1986,1,TOR,AL,2,4,23,5,0,0,0,180,63,29,6,22,32,0.281,4.35,3.0,3,2.0,1,259.0,6,34,6.0,5.0,6.0
ackerji01,1987,1,ATL,NL,4,9,68,0,0,0,14,344,109,53,11,51,68,0.253,4.16,4.0,1,4.0,0,491.0,41,57,3.0,3.0,16.0
ackerji01,1988,1,ATL,NL,0,4,21,1,0,0,0,126,45,22,6,14,25,0.28,4.71,3.0,2,1.0,0,184.0,7,26,5.0,3.0,2.0
ackerji01,1989,1,ATL,NL,0,6,59,0,0,0,2,293,84,29,5,20,68,0.237,2.67,8.0,2,1.0,0,383.0,23,29,5.0,3.0,7.0
ackerji01,1989,2,TOR,AL,2,1,14,0,0,0,0,85,24,5,1,12,24,0.235,1.59,3.0,1,1.0,0,116.0,3,7,1.0,0.0,2.0
ackerji01,1990,1,TOR,AL,4,4,59,0,0,0,1,275,103,39,9,30,54,0.281,3.83,5.0,4,3.0,1,403.0,19,49,3.0,1.0,6.0
ackerji01,1991,1,TOR,AL,3,5,54,4,0,0,1,265,77,51,16,36,44,0.238,5.2,5.0,7,2.0,0,374.0,11,53,7.0,5.0,5.0
ackerji01,1992,1,SEA,AL,0,0,17,0,0,0,0,92,45,18,4,12,11,0.338,5.28,1.0,1,0.0,0,148.0,3,19,1.0,2.0,1.0
ackerto01,1956,1,CIN,NL,4,3,29,7,1,1,1,251,60,22,7,29,54,0.2,2.37,1.0,0,2.0,0,338.0,3,23,,,
ackerto01,1957,1,CIN,NL,10,5,49,6,1,0,4,326,122,60,16,41,67,0.29,4.97,8.0,3,8.0,0,486.0,17,63,,,
ackerto01,1958,1,CIN,NL,4,3,38,10,3,0,1,374,126,63,10,43,90,0.26,4.55,6.0,2,3.0,0,528.0,4,64,,,
ackerto01,1959,1,CIN,NL,1,2,37,0,0,0,2,190,57,29,10,37,45,0.24,4.12,5.0,1,4.0,0,277.0,11,31,,,
acklefr01,1963,1,CHA,AL,1,0,2,2,0,0,0,39,7,3,2,7,11,0.16,2.08,0.0,1,0.0,0,51.0,0,4,,,
acklefr01,1964,1,CHA,AL,0,0,3,2,0,0,0,19,10,6,2,4,6,0.34,8.53,0.0,0,0.0,0,33.0,1,6,,,
acostcy01,1972,1,CHA,AL,3,0,26,0,0,0,5,104,25,6,2,17,28,0.21,1.56,3.0,1,0.0,0,138.0,17,6,2.0,0.0,
acostcy01,1973,1,CHA,AL,10,6,48,0,0,0,18,291,66,24,8,39,60,0.194,2.23,3.0,2,7.0,1,396.0,42,30,6.0,2.0,4.0
acostcy01,1974,1,CHA,AL,0,3,27,0,0,0,3,137,43,19,3,18,19,0.256,3.74,2.0,1,5.0,0,198.0,14,22,3.0,4.0,5.0
acostcy01,1975,1,PHI,NL,0,0,6,0,0,0,1,26,9,6,2,3,2,0.273,6.23,0.0,0,0.0,0,36.0,1,7,0.0,0.0,0.0
acosted01,1970,1,PIT,NL,0,0,3,0,0,0,1,8,5,4,1,2,1,0.417,13.5,0.0,0,1.0,0,16.0,2,4,0.0,1.0,
acosted01,1971,1,SDN,NL,3,3,8,6,3,1,0,138,43,14,4,7,16,0.246,2.74,1.0,1,0.0,1,184.0,0,18,0.0,2.0,
acosted01,1972,1,SDN,NL,3,6,46,2,0,0,0,267,105,44,7,30,53,0.302,4.45,7.0,5,3.0,1,394.0,20,49,8.0,5.0,
acostjo01,1920,1,WS1,AL,5,4,17,5,4,1,1,248,92,37,1,26,9,0.29,4.03,,1,0.0,0,349.0,10,40,,,
acostjo01,1921,1,WS1,AL,5,4,33,7,2,0,3,347,148,56,4,36,30,0.31,4.36,,3,0.0,0,520.0,17,65,,,
acostjo01,1922,1,CHA,AL,0,2,5,1,0,0,0,45,25,14,4,6,6,0.41,8.4,,0,0.0,0,70.0,1,14,,,
acostma01,2007,1,ATL,NL,1,1,21,0,0,0,0,71,13,6,2,14,22,0.165,2.28,1.0,1,0.0,0,93.0,5,6,0.0,0.0,5.0
acostma01,2008,1,ATL,NL,3,5,46,0,0,0,3,159,48,21,7,26,31,0.247,3.57,5.0,5,1.0,0,226.0,22,25,4.0,1.0,7.0
acostma01,2009,1,ATL,NL,1,1,36,0,0,0,0,112,45,18,4,19,32,0.3,4.34,2.0,3,2.0,0,174.0,17,19,3.0,0.0,4.0
acostma01,2010,1,NYN,NL,3,2,41,0,0,0,1,119,30,13,4,18,42,0.219,2.95,1.0,3,0.0,0,157.0,12,13,1.0,1.0,4.0
acostma01,2011,1,NYN,NL,4,1,44,0,0,0,4,141,50,18,6,15,46,0.269,3.45,0.0,0,2.0,0,204.0,15,21,0.0,1.0,3.0
acostma01,2012,1,NYN,NL,1,3,45,0,0,0,1,142,48,34,7,25,46,0.259,6.46,1.0,2,3.0,0,216.0,7,38,1.0,2.0,3.0
acrema01,1994,1,OAK,AL,5,1,34,0,0,0,0,103,24,13,4,23,21,0.202,3.41,3.0,1,1.0,0,147.0,6,13,3.0,1.0,3.0
acrema01,1995,1,OAK,AL,1,2,43,0,0,0,0,156,52,33,7,28,47,0.256,5.71,2.0,2,2.0,1,236.0,10,35,1.0,2.0,5.0
acrema01,1996,1,OAK,AL,1,3,22,0,0,0,2,75,38,17,4,9,18,0.339,6.12,4.0,0,2.0,0,124.0,11,17,1.0,0.0,2.0
acrema01,1997,1,OAK,AL,2,0,15,0,0,0,0,47,21,10,1,8,12,0.318,5.74,0.0,0,0.0,0,75.0,5,10,0.0,1.0,1.0
actonga01,2023,1,OAK,AL,0,0,6,0,0,0,0,17,9,8,3,5,5,0.346,12.71,2.0,0,1.0,0,32.0,3,8,0.0,0.0,0.0
adamja01,2018,1,KCA,AL,0,3,31,0,0,0,0,97,30,22,9,15,37,0.246,6.12,1.0,4,3.0,1,142.0,14,22,0.0,2.0,1.0
adamja01,2019,1,TOR,AL,3,0,23,0,0,0,0,65,15,7,1,10,18,0.2,2.91,1.0,1,3.0,2,91.0,2,8,0.0,3.0,2.0
adamja01,2020,1,CHN,NL,2,1,13,0,0,0,0,41,9,5,2,8,21,0.18,3.29,0.0,0,0.0,0,58.0,5,7,0.0,0.0,0.0
adamja01,2021,1,CHN,NL,1,0,12,0,0,0,0,32,10,7,1,6,19,0.244,5.91,0.0,0,3.0,0,50.0,4,7,0.0,0.0,0.0
adamja01,2022,1,TBA,AL,2,3,67,0,0,0,8,190,31,11,5,17,75,0.147,1.56,2.0,2,6.0,0,237.0,16,12,0.0,2.0,8.0
adamja01,2023,1,TBA,AL,4,2,56,0,0,0,12,163,35,18,7,20,69,0.181,2.98,0.0,2,9.0,0,222.0,22,21,0.0,0.0,4.0
adamja01,2024,2,SDN,NL,3,0,27,0,0,0,0,80,14,3,1,7,31,0.152,1.01,1.0,2,3.0,1,102.0,1,3,0.0,0.0,2.0
adamja01,2024,1,TBA,AL,4,2,47,0,0,0,4,141,26,13,4,16,50,0.164,2.49,3.0,0,3.0,0,180.0,9,17,0.0,2.0,3.0
adamsac01,1941,1,NY1,NL,4,1,38,0,0,0,1,213,84,38,3,35,18,0.3,4.82,,3,1.0,0,319.0,22,43,,,
adamsac01,1942,1,NY1,NL,7,4,61,0,0,0,11,264,69,18,1,31,33,0.22,1.84,,3,0.0,0,351.0,49,23,,,
adamsac01,1943,1,NY1,NL,11,7,70,3,1,0,9,421,121,44,5,55,46,0.23,2.82,,3,1.0,0,579.0,52,50,,,
adamsac01,1944,1,NY1,NL,8,11,65,4,1,0,13,413,149,65,8,58,32,0.27,4.25,,4,4.0,0,615.0,44,71,,,
adamsac01,1945,1,NY1,NL,11,9,65,0,0,0,15,339,109,43,7,44,39,0.25,3.42,,2,2.0,0,496.0,50,55,,,
adamsac01,1946,1,NY1,NL,0,1,3,0,0,0,0,8,9,5,2,1,3,0.5,16.88,,0,0.0,0,19.0,1,5,,,
adamsau01,2014,1,CLE,AL,0,0,6,0,0,0,0,21,9,7,1,1,4,0.31,9.0,0.0,0,0.0,0,30.0,1,7,0.0,0.0,1.0
adamsau01,2015,1,CLE,AL,2,0,28,0,0,0,1,100,37,14,2,13,23,0.276,3.78,0.0,1,0.0,0,149.0,9,15,2.0,0.0,3.0
adamsau01,2016,1,CLE,AL,0,0,19,0,0,0,0,55,27,20,5,7,17,0.333,9.82,1.0,0,0.0,0,88.0,11,22,0.0,0.0,2.0
adamsau01,2019,2,DET,AL,0,0,13,0,0,0,0,42,14,8,2,10,9,0.259,5.14,1.0,0,0.0,0,65.0,8,8,0.0,1.0,1.0
adamsau01,2019,1,MIN,AL,0,0,2,0,0,0,0,8,4,5,2,3,5,0.333,16.88,0.0,0,0.0,0,15.0,1,5,0.0,0.0,0.0
adamsau02,2017,1,WAS,NL,0,0,6,0,0,0,0,15,4,2,0,8,10,0.211,3.6,0.0,1,1.0,0,29.0,3,4,0.0,1.0,0.0
adamsau02,2018,1,WAS,NL,0,0,2,0,0,0,0,3,1,0,0,3,0,0.25,0.0,0.0,0,0.0,0,7.0,0,0,0.0,0.0,0.0
adamsau02,2019,2,SEA,AL,2,2,29,2,0,0,0,93,20,13,4,14,51,0.183,3.77,0.0,2,0.0,0,124.0,3,13,0.0,1.0,3.0
adamsau02,2019,1,WAS,NL,0,0,1,0,0,0,0,3,0,1,0,2,2,0.0,9.0,0.0,2,1.0,0,6.0,0,1,0.0,0.0,0.0
adamsau02,2020,1,SDN,NL,0,0,3,0,0,0,0,12,3,2,1,2,7,0.2,4.5,0.0,1,0.0,0,17.0,1,2,0.0,0.0,0.0
adamsau02,2021,1,SDN,NL,3,2,65,0,0,0,0,158,28,24,1,35,76,0.159,4.1,2.0,4,24.0,0,241.0,18,28,3.0,3.0,4.0
adamsau02,2022,1,SDN,NL,1,0,2,0,0,0,0,7,0,0,0,3,2,0.0,0.0,0.0,0,0.0,0,9.0,0,0,0.0,0.0,1.0
adamsau02,2023,1,ARI,NL,0,1,24,0,0,0,0,52,16,11,1,8,22,0.235,5.71,0.0,2,5.0,0,81.0,1,12,0.0,0.0,0.0
adamsau02,2024,1,OAK,AL,1,2,56,0,0,0,0,124,38,18,4,23,53,0.25,3.92,2.0,6,13.0,0,191.0,6,20,1.0,2.0,3.0
adamsba01,1906,1,SLN,NL,0,1,1,1,0,0,0,12,9,6,0,2,0,,13.5,,0,0.0,1,21.0,0,8,,,
adamsba01,1907,1,PIT,NL,0,2,4,3,1,0,0,66,40,17,1,3,11,,6.95,,1,3.0,0,104.0,1,25,,,
adamsba01,1909,1,PIT,NL,12,3,25,12,7,3,2,390,88,16,0,23,65,,1.11,,1,3.0,0,475.0,11,25,,,
adamsba01,1910,1,PIT,NL,18,9,34,30,16,3,0,735,217,61,4,60,101,,2.24,,1,6.0,0,971.0,3,95,,,
adamsba01,1911,1,PIT,NL,22,12,40,37,24,6,0,880,253,76,5,42,133,0.23,2.33,,3,8.0,0,1117.0,2,97,,,
adamsba01,1912,1,PIT,NL,11,8,28,21,11,2,0,511,169,55,4,35,63,0.26,2.91,,0,3.0,0,704.0,5,73,,,
adamsba01,1913,1,PIT,NL,21,10,43,37,24,4,0,941,271,75,8,49,144,0.23,2.15,,5,0.0,0,1227.0,5,94,,,
adamsba01,1914,1,PIT,NL,13,16,40,35,19,3,1,849,253,79,5,39,91,0.24,2.51,,2,7.0,0,1116.0,4,97,,,
adamsba01,1915,1,PIT,NL,14,14,40,30,17,2,2,735,229,78,6,34,62,0.25,2.87,,2,2.0,0,969.0,8,90,,,
adamsba01,1916,1,PIT,NL,2,9,16,10,4,1,0,217,91,46,2,12,22,0.32,5.72,,1,3.0,0,314.0,5,51,,,
adamsba01,1918,1,PIT,NL,1,1,3,3,2,0,0,68,15,3,0,4,6,0.19,1.19,,0,0.0,0,82.0,0,4,,,
adamsba01,1919,1,PIT,NL,17,10,34,29,23,6,1,790,213,58,1,23,92,0.22,1.98,,2,3.0,0,1017.0,5,66,,,
adamsba01,1920,1,PIT,NL,17,13,35,33,19,8,2,789,240,63,6,18,84,0.24,2.16,,5,1.0,0,1035.0,2,83,,,
adamsba01,1921,1,PIT,NL,14,5,25,20,11,2,0,480,155,47,4,18,55,0.25,2.64,,0,0.0,1,646.0,3,57,,,
adamsba01,1922,1,PIT,NL,8,11,27,19,12,4,0,514,191,68,1,15,39,0.28,3.57,,1,4.0,0,707.0,4,77,,,
adamsba01,1923,1,PIT,NL,13,7,26,22,11,0,1,476,196,78,8,25,38,0.3,4.42,,1,1.0,0,676.0,2,83,,,
adamsba01,1924,1,PIT,NL,3,1,9,3,2,0,0,119,31,5,1,3,5,0.2,1.13,,1,0.0,0,154.0,3,5,,,
adamsba01,1925,1,PIT,NL,6,5,33,10,3,0,3,304,129,61,7,17,18,0.3,5.42,,0,3.0,0,448.0,12,67,,,
adamsba01,1926,1,PIT,NL,2,3,19,0,0,0,3,110,51,25,5,8,7,0.34,6.14,,0,0.0,0,164.0,14,32,,,
adamsbo01,1925,1,BOS,AL,0,0,2,0,0,0,0,17,10,5,1,3,1,0.41,7.94,,0,0.0,0,28.0,2,5,,,
adamsbo02,1931,1,PHI,NL,0,1,1,1,0,0,0,18,14,6,0,1,3,0.42,9.0,,0,0.0,0,35.0,0,10,,,
adamsbo02,1932,1,PHI,NL,0,0,4,0,0,0,0,18,7,1,0,2,2,0.31,1.5,,0,0.0,0,25.0,3,1,,,
adamsch01,2018,1,NYA,AL,0,1,3,1,0,0,0,23,8,6,3,4,4,0.267,7.04,0.0,0,0.0,0,34.0,1,7,0.0,0.0,2.0
adamsch01,2019,1,NYA,AL,1,1,13,0,0,0,1,76,39,24,7,11,23,0.351,8.53,0.0,1,2.0,1,124.0,5,25,0.0,0.0,2.0
adamsch01,2020,1,KCA,AL,0,0,6,0,0,0,0,26,15,9,1,0,6,0.375,9.35,0.0,2,0.0,0,40.0,1,9,0.0,0.0,0.0
adamsda01,1914,1,KCF,FL,4,9,36,14,6,0,3,408,141,53,3,52,38,9.99,3.51,,5,7.0,0,576.0,16,67,,,
adamsda01,1915,1,KCF,FL,0,2,11,2,0,0,0,105,41,18,2,13,16,9.99,4.63,,3,1.0,0,0.0,8,20,,,
adamsjo01,1902,1,SLN,NL,0,0,1,0,0,0,0,12,9,4,0,2,0,,9.0,,0,1.0,0,23.0,1,6,,,
adamsjo02,1996,1,FLO,NL,0,0,9,0,0,0,0,33,18,9,1,7,7,0.4,7.36,0.0,0,1.0,0,56.0,1,9,2.0,1.0,2.0
adamsjo02,1997,1,ML4,AL,5,3,30,6,0,0,0,229,78,30,13,19,56,0.265,3.54,0.0,0,5.0,1,324.0,3,36,4.0,2.0,7.0
adamsjo02,1998,1,ARI,NL,0,3,5,5,0,0,0,69,25,21,5,11,14,0.284,8.22,0.0,0,3.0,0,104.0,0,21,1.0,1.0,2.0
adamska01,1914,1,CIN,NL,0,0,4,0,0,0,0,24,14,8,0,5,5,0.42,9.0,,0,0.0,0,41.0,4,10,,,
adamska01,1915,1,CHN,NL,1,9,26,12,3,0,0,321,105,56,5,43,57,0.26,4.71,,4,2.0,0,462.0,10,62,,,
adamsmi01,1967,1,BAL,AL,0,1,3,2,0,0,0,29,9,9,1,12,8,0.25,8.38,0.0,1,0.0,0,48.0,1,9,,,
adamsmi01,1968,1,BAL,AL,0,2,2,2,0,0,0,23,9,8,2,4,4,0.28,9.39,0.0,0,0.0,1,36.0,0,9,,,
adamsmi01,1969,1,BAL,AL,0,1,6,0,0,0,0,24,10,4,0,6,2,0.35,4.5,2.0,1,0.0,0,38.0,1,4,,,
adamsmi03,2004,1,MIL,NL,2,3,46,0,0,0,0,159,50,20,5,14,39,0.248,3.4,2.0,2,2.0,0,225.0,13,21,5.0,2.0,3.0
adamsmi03,2005,1,MIL,NL,0,1,13,0,0,0,1,40,12,4,2,10,14,0.235,2.7,1.0,1,0.0,0,61.0,7,4,0.0,0.0,1.0
adamsmi03,2006,1,MIL,NL,0,0,2,0,0,0,0,7,4,3,1,2,1,0.364,11.57,0.0,0,0.0,0,13.0,0,3,0.0,0.0,0.0
adamsmi03,2008,1,SDN,NL,2,3,54,0,0,0,0,196,49,18,7,19,74,0.209,2.48,2.0,0,0.0,0,259.0,11,18,2.0,3.0,2.0
adamsmi03,2009,1,SDN,NL,0,0,37,0,0,0,0,111,14,3,1,8,45,0.111,0.73,1.0,1,0.0,0,136.0,5,9,2.0,0.0,0.0
adamsmi03,2010,1,SDN,NL,4,1,70,0,0,0,0,200,48,13,2,23,73,0.196,1.76,2.0,0,0.0,0,268.0,3,14,0.0,0.0,2.0
adamsmi03,2011,1,SDN,NL,3,1,48,0,0,0,1,144,26,6,2,9,49,0.155,1.13,1.0,0,0.0,0,179.0,5,7,1.0,1.0,1.0
adamsmi03,2011,2,TEX,AL,2,3,27,0,0,0,1,77,18,6,3,5,25,0.196,2.1,1.0,0,0.0,0,98.0,5,6,1.0,0.0,1.0
adamsmi03,2012,1,TEX,AL,5,3,61,0,0,0,1,157,56,19,4,17,45,0.269,3.27,1.0,2,3.0,0,228.0,7,21,0.0,0.0,5.0
adamsmi03,2013,1,PHI,NL,1,4,28,0,0,0,0,75,23,11,5,11,23,0.242,3.96,0.0,1,1.0,0,107.0,4,11,0.0,0.0,2.0
adamsmi03,2014,1,PHI,NL,2,1,22,0,0,0,0,56,16,6,1,8,21,0.232,2.89,1.0,0,0.0,0,79.0,0,8,2.0,0.0,2.0
adamsre01,1946,1,CHN,NL,0,1,8,0,0,0,0,36,18,11,1,7,8,0.35,8.25,,0,0.0,0,59.0,4,12,,,
adamsri01,1905,1,WS1,AL,2,5,11,6,3,1,0,188,63,25,1,24,25,,3.59,,0,8.0,0,271.0,5,30,,,
adamste01,1995,1,CHN,NL,1,1,18,0,0,0,1,54,22,13,0,10,15,0.289,6.5,1.0,1,0.0,0,86.0,7,15,0.0,0.0,2.0
adamste01,1996,1,CHN,NL,3,6,69,0,0,0,4,303,84,33,6,49,78,0.231,2.94,6.0,5,1.0,1,423.0,22,36,7.0,3.0,14.0
adamste01,1997,1,CHN,NL,2,9,74,0,0,0,18,222,91,38,3,40,64,0.306,4.62,6.0,6,1.0,0,341.0,39,43,1.0,2.0,9.0
adamste01,1998,1,CHN,NL,7,7,63,0,0,0,1,218,72,35,7,41,73,0.255,4.33,3.0,4,1.0,3,330.0,15,39,3.0,3.0,3.0
adamste01,1999,1,CHN,NL,6,3,52,0,0,0,13,195,60,29,9,28,57,0.245,4.02,2.0,6,0.0,0,277.0,38,33,1.0,3.0,7.0
adamste01,2000,1,LAN,NL,6,9,66,0,0,0,2,253,80,33,6,39,56,0.245,3.52,0.0,5,0.0,0,369.0,18,42,3.0,0.0,9.0
adamste01,2001,1,LAN,NL,12,8,43,22,0,0,0,499,172,80,9,54,141,0.267,4.33,1.0,7,3.0,2,708.0,10,84,6.0,0.0,17.0
adamste01,2002,1,PHI,NL,7,9,46,19,0,0,0,410,132,66,9,58,96,0.255,4.35,5.0,8,3.0,0,590.0,10,76,10.0,2.0,16.0
adamste01,2003,1,PHI,NL,1,4,66,0,0,0,0,204,68,20,1,23,51,0.268,2.65,4.0,4,2.0,0,284.0,16,22,3.0,2.0,11.0
adamste01,2004,2,BOS,AL,2,0,19,0,0,0,0,81,35,18,6,6,21,0.321,6.0,1.0,2,1.0,0,119.0,1,19,0.0,3.0,2.0
adamste01,2004,1,TOR,AL,4,4,42,0,0,0,3,129,49,19,4,22,35,0.29,3.98,2.0,6,1.0,0,197.0,20,20,3.0,2.0,6.0
adamste01,2005,1,PHI,NL,0,2,16,0,0,0,0,40,25,19,3,10,4,0.403,12.83,2.0,0,4.0,0,77.0,5,19,1.0,0.0,2.0
adamswi01,1912,1,SLA,AL,2,3,13,5,0,0,0,139,50,20,0,19,16,0.28,3.88,,3,2.0,0,197.0,8,32,,,
adamswi01,1913,1,SLA,AL,0,0,4,0,0,0,0,27,12,10,1,4,5,0.28,10.0,,0,3.0,0,49.0,2,14,,,
adamswi01,1914,1,PTF,FL,1,1,15,2,1,0,2,166,70,23,4,22,14,9.99,3.74,,2,1.0,0,238.0,10,29,,,
adamswi01,1918,1,PHA,AL,5,12,32,14,7,0,0,507,164,83,2,97,39,0.27,4.42,,3,12.0,0,733.0,9,95,,,
adamswi01,1919,1,PHA,AL,0,0,1,0,0,0,0,14,7,2,1,2,0,0.38,3.86,,0,1.0,0,21.0,1,2,,,
adamswi02,1996,1,OAK,AL,3,4,12,12,1,1,0,229,76,34,11,23,68,0.257,4.01,3.0,2,5.0,0,329.0,0,39,3.0,2.0,5.0
adamswi02,1997,1,OAK,AL,3,5,13,12,0,0,0,175,73,53,9,32,37,0.307,8.18,2.0,2,4.0,0,282.0,0,53,3.0,5.0,2.0
adcocna01,2011,1,KCA,AL,1,1,24,3,0,0,1,181,63,31,5,26,36,0.272,4.62,3.0,4,3.0,1,265.0,5,34,3.0,1.0,4.0
adcocna01,2012,1,KCA,AL,0,3,12,2,0,0,0,104,37,9,4,13,22,0.282,2.34,2.0,0,1.0,0,148.0,3,13,1.0,2.0,4.0
adcocna01,2014,1,TEX,AL,0,0,7,0,0,0,0,30,11,5,2,5,9,0.289,4.5,0.0,1,2.0,0,45.0,2,5,0.0,0.0,3.0
adcocna01,2015,1,CIN,NL,1,2,13,0,0,0,0,54,15,12,3,12,13,0.221,6.0,0.0,1,1.0,0,83.0,4,12,1.0,1.0,0.0
adcocty01,2023,1,SEA,AL,0,0,12,0,0,0,0,47,11,6,4,0,11,0.19,3.45,0.0,0,0.0,0,58.0,4,7,0.0,0.0,1.0
adcocty01,2024,1,NYN,NL,0,0,3,0,0,0,0,13,7,7,4,2,3,0.368,14.54,0.0,0,0.0,0,21.0,1,7,0.0,0.0,1.0
adenhni01,2008,1,LAA,AL,1,0,3,3,0,0,0,36,18,12,0,13,4,0.36,9.0,0.0,2,0.0,0,63.0,0,12,0.0,0.0,3.0
adenhni01,2009,1,LAA,AL,0,0,1,1,0,0,0,18,7,0,0,3,5,0.292,0.0,0.0,1,0.0,0,27.0,0,0,0.0,0.0,1.0
adkinde01,1942,1,WS1,AL,0,0,1,1,0,0,0,19,7,7,0,6,3,0.25,9.95,,0,0.0,0,33.0,0,8,,,
adkinde01,1943,1,WS1,AL,0,0,7,0,0,0,0,31,9,3,0,5,1,0.25,2.61,,0,0.0,0,41.0,5,3,,,
adkinde01,1949,1,CHN,NL,2,4,30,5,1,0,0,247,98,52,10,39,43,0.29,5.68,,3,0.0,0,377.0,14,58,,,
adkindo01,1902,1,BOS,AL,1,1,4,2,1,0,0,60,30,9,2,7,3,,4.05,,0,0.0,0,94.0,2,20,,,
adkindo01,1903,1,NYA,AL,0,0,2,1,0,0,1,21,10,6,0,5,0,,7.71,,0,1.0,0,36.0,1,8,,,
adkingr01,1928,1,CHA,AL,10,16,36,27,14,0,1,674,235,93,12,89,54,0.27,3.73,,1,6.0,0,986.0,6,113,,,
adkingr01,1929,1,CHA,AL,2,11,31,15,5,0,0,415,168,82,12,67,24,0.3,5.33,,3,1.0,0,640.0,12,98,,,
adkinjo01,2003,1,CHA,AL,0,0,4,0,0,0,0,28,8,5,1,7,3,0.25,4.82,0.0,0,1.0,0,42.0,2,5,1.0,1.0,1.0
adkinjo01,2004,1,CHA,AL,2,3,50,0,0,0,0,186,75,32,13,20,44,0.305,4.65,3.0,1,1.0,0,271.0,19,35,3.0,1.0,10.0
adkinjo01,2005,1,CHA,AL,0,1,5,0,0,0,0,25,13,8,0,4,1,0.351,8.64,2.0,0,1.0,0,42.0,4,8,0.0,0.0,1.0
adkinjo01,2006,1,SDN,NL,2,1,55,0,0,0,0,163,55,24,3,20,30,0.271,3.98,4.0,0,2.0,0,232.0,15,26,5.0,2.0,8.0
adkinjo01,2007,1,NYN,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,0,0,0.0,0.0,0.0
adkinjo01,2008,1,CIN,NL,1,0,4,0,0,0,0,11,4,1,1,3,3,0.333,2.45,1.0,0,0.0,0,15.0,0,1,0.0,0.0,1.0
adkinst01,1990,1,NYA,AL,1,2,5,5,0,0,0,72,19,17,4,29,14,0.226,6.38,0.0,2,0.0,0,115.0,0,18,1.0,1.0,3.0
adlemti01,2016,1,CIN,NL,4,4,13,13,0,0,0,209,64,31,13,20,47,0.251,4.0,1.0,0,5.0,0,287.0,0,32,6.0,1.0,8.0
adlemti01,2017,1,CIN,NL,5,11,30,20,0,0,0,367,124,75,29,51,108,0.264,5.52,1.0,1,6.0,1,531.0,4,79,1.0,4.0,8.0
adonjo01,2021,1,WAS,NL,0,0,1,1,0,0,0,16,6,2,1,3,9,0.3,3.38,0.0,1,1.0,0,24.0,0,2,0.0,0.0,1.0
adonjo01,2022,1,WAS,NL,1,12,14,14,0,0,0,194,76,51,8,39,55,0.29,7.1,1.0,7,6.0,0,310.0,0,53,1.0,2.0,5.0
adonjo01,2023,1,WAS,NL,2,4,12,10,0,0,0,155,60,37,8,24,48,0.284,6.45,3.0,6,3.0,0,240.0,2,37,1.0,1.0,3.0
adonjo01,2024,1,WAS,NL,0,0,8,1,0,0,0,32,12,8,2,4,6,0.293,6.75,0.0,0,1.0,0,48.0,5,8,1.0,1.0,1.0
adriaeh01,2019,1,MIN,AL,0,0,1,0,0,0,0,3,5,3,0,0,1,0.625,27.0,0.0,0,0.0,0,8.0,1,3,0.0,0.0,0.0
adriaeh01,2020,1,MIN,AL,0,0,1,0,0,0,0,3,1,1,1,0,0,0.25,9.0,0.0,0,1.0,0,5.0,1,1,0.0,0.0,0.0
adriaeh01,2022,1,WAS,NL,0,0,1,0,0,0,0,3,0,0,0,1,1,0.0,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0
