playerID,birthYear,birthMonth,birthDay,birthCity,birthCountry,birthState,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,bbrefID,finalGame,retroID,deathDate,birthDate
adkinjo01,1977.0,8.0,30.0,Huntington,USA,WV,,,,,,,Jon,Adkins,Jonathan Scott,200.0,72.0,L,R,2003-08-14,adkinjo01,2008-09-27,adkij001,,1977-08-30
adkindo01,1872.0,8.0,5.0,Troy,USA,WI,1934.0,2.0,21.0,USA,NC,Durham,Merle,Adkins,Merle Theron,220.0,70.0,R,R,1902-06-24,adkindo01,1903-09-29,adkid102,1934-02-21,1872-08-05
adkinst01,1964.0,10.0,26.0,Chicago,USA,IL,,,,,,,Steve,Adkins,Steven Thomas,210.0,78.0,R,L,1990-09-12,adkinst01,1990-10-03,adkis001,,1964-10-26
adlemti01,1987.0,11.0,13.0,Staten Island,USA,NY,,,,,,,Tim,Adleman,Timothy Max,225.0,77.0,R,R,2016-05-01,adlemti01,2017-09-19,adlet001,,1987-11-13
adlesda01,1943.0,7.0,15.0,Long Beach,USA,CA,2016.0,2.0,15.0,USA,CA,Long Beach,Dave,Adlesh,David George,187.0,72.0,R,R,1963-05-12,adlesda01,1968-09-28,adled101,2016-02-15,1943-07-15
adonjo01,1998.0,8.0,12.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Joan,Adon,Joan Manuel,246.0,74.0,R,R,2021-10-03,adonjo01,,adonj001,,1998-08-12
adriaeh01,1989.0,8.0,21.0,Guarenas,Venezuela,Miranda,,,,,,,Ehire,Adrianza,Ehire Enrique,198.0,73.0,B,R,2013-09-08,adriaeh01,2024-05-08,adrie001,,1989-08-21
afenitr01,1963.0,9.0,21.0,Escondido,USA,CA,,,,,,,Troy,Afenir,Michael Troy,185.0,76.0,R,R,1987-09-14,afenitr01,1992-07-10,afent001,,1963-09-21
affelje01,1979.0,6.0,6.0,Phoenix,USA,AZ,,,,,,,Jeremy,Affeldt,Jeremy David,225.0,76.0,L,L,2002-04-06,affelje01,2015-10-04,affej001,,1979-06-06
agbaybe01,1971.0,12.0,28.0,Honolulu,USA,HI,,,,,,,Benny,Agbayani,Benny Peter,225.0,72.0,R,R,1998-06-17,agbaybe01,2002-09-29,agbab001,,1971-12-28
ageeto01,1942.0,8.0,9.0,Magnolia,USA,AL,2001.0,1.0,22.0,USA,NY,New York,Tommie,Agee,Tommie Lee,195.0,71.0,R,R,1962-09-14,ageeto01,1973-09-30,ageet101,2001-01-22,1942-08-09
agganha01,1929.0,4.0,20.0,Lynn,USA,MA,1955.0,6.0,27.0,USA,MA,Cambridge,Harry,Agganis,Harry,200.0,74.0,L,L,1954-04-13,agganha01,1955-06-02,aggah101,1955-06-27,1929-04-20
aglerjo01,1887.0,6.0,12.0,Coshocton,USA,OH,1971.0,4.0,26.0,USA,OH,Massillon,Joe,Agler,Joseph Abram,165.0,71.0,L,L,1912-10-01,aglerjo01,1915-10-02,aglej101,1971-04-26,1887-06-12
agnewsa01,1887.0,4.0,12.0,Farmington,USA,MO,1951.0,7.0,19.0,USA,CA,Sonoma,Sam,Agnew,Samuel Lester,185.0,71.0,R,R,1913-04-10,agnewsa01,1919-09-28,agnes101,1951-07-19,1887-04-12
agostju01,1958.0,2.0,23.0,Rio Piedras,P.R.,,,,,,,,Juan,Agosto,Juan Roberto,190.0,74.0,L,L,1981-09-07,agostju01,1993-06-19,agosj001,,1958-02-23
agrazda01,1994.0,12.0,28.0,Aguadulce,Panama,Cocle,,,,,,,Dario,Agrazal,Dario Abdiel,225.0,74.0,R,R,2019-06-15,agrazda01,2019-09-25,agrad001,,1994-12-28
aguaylu01,1959.0,3.0,13.0,Vega Baja,P.R.,,,,,,,,Luis,Aguayo,Luis,173.0,69.0,R,R,1980-04-19,aguaylu01,1989-09-30,agual001,,1959-03-13
aguiaju01,2001.0,6.0,4.0,Long Beach,USA,CA,,,,,,,Julian,Aguiar,Julian,180.0,75.0,L,R,2024-08-19,aguiaju01,,aguij002,,2001-06-04
aguilch01,1979.0,2.0,23.0,Redwood City,USA,CA,,,,,,,Chris,Aguila,Christopher Louis,200.0,71.0,R,R,2004-06-28,aguilch01,2008-07-10,aguic001,,1979-02-23
aguilje01,1990.0,6.0,30.0,Maracay,Venezuela,Aragua,,,,,,,Jesus,Aguilar,Jesus Alexander,277.0,75.0,R,R,2014-05-15,aguilje01,2022-10-05,aguij001,,1990-06-30
aguilmi01,1991.0,9.0,26.0,Ciudad Obregon,Mexico,Sonora,,,,,,,Miguel,Aguilar,Miguel Armando,194.0,68.0,L,L,2021-07-30,aguilmi01,2021-09-12,aguim001,,1991-09-26
aguilry01,1994.0,9.0,11.0,Yorba Linda,USA,CA,,,,,,,Ryan,Aguilar,Ryan Scott,168.0,74.0,L,L,2022-08-26,aguilry01,2022-09-05,aguir002,,1994-09-11
aguilri01,1961.0,12.0,31.0,San Gabriel,USA,CA,,,,,,,Rick,Aguilera,Richard Warren,195.0,76.0,R,R,1985-06-12,aguilri01,2000-09-06,aguir001,,1961-12-31
aguirha01,1931.0,1.0,31.0,Azusa,USA,CA,1994.0,9.0,5.0,USA,MI,Bloomfield Hills,Hank,Aguirre,Henry John,205.0,76.0,R,L,1955-09-10,aguirha01,1970-06-24,aguih101,1994-09-05,1931-01-31
ahearch01,1858.0,,,Troy,USA,NY,1919.0,4.0,28.0,USA,NY,Troy,Bill,Ahearn,William H.,,,,,1880-06-19,ahearch01,1880-06-19,aheac101,1919-04-28,
ahearpa01,1969.0,12.0,10.0,San Francisco,USA,CA,,,,,,,Pat,Ahearne,Patrick Howard,195.0,75.0,R,R,1995-06-14,ahearpa01,1995-06-30,aheap001,,1969-12-10
ahmedni01,1990.0,3.0,15.0,Springfield,USA,MA,,,,,,,Nick,Ahmed,Nicholas Mark,201.0,74.0,R,R,2014-06-29,ahmedni01,,ahmen001,,1990-03-15
aikenwi01,1954.0,10.0,14.0,Seneca,USA,SC,,,,,,,Willie,Aikens,Willie Mays,220.0,75.0,L,R,1977-05-17,aikenwi01,1985-04-27,aikew001,,1954-10-14
aingeda01,1959.0,3.0,17.0,Eugene,USA,OR,,,,,,,Danny,Ainge,Daniel Ray,175.0,76.0,R,R,1979-05-21,aingeda01,1981-09-22,aingd101,,1959-03-17
ainsmed01,1890.0,2.0,4.0,Moscow,Russia,Moscow,1981.0,9.0,6.0,USA,FL,Fort Lauderdale,Eddie,Ainsmith,Edward Wilbur,180.0,71.0,R,R,1910-08-09,ainsmed01,1924-07-21,ainse101,1981-09-06,1890-02-04
ainswku01,1978.0,9.0,9.0,Baton Rouge,USA,LA,,,,,,,Kurt,Ainsworth,Kurt Harold,192.0,75.0,R,R,2001-09-05,ainswku01,2004-05-14,ainsk001,,1978-09-09
aitchra01,1887.0,12.0,5.0,Tyndall,USA,SD,1958.0,9.0,26.0,USA,KS,Columbus,Raleigh,Aitchison,Raleigh Leonidas,175.0,71.0,R,L,1911-04-19,aitchra01,1915-06-20,aitcr101,1958-09-26,1887-12-05
aitonge01,1890.0,12.0,29.0,Kingman,USA,KS,1976.0,8.0,16.0,USA,CA,North Hollywood,George,Aiton,George Wilson,175.0,71.0,B,R,1912-06-29,aitonge01,1912-07-28,aitog101,1976-08-16,1890-12-29
akejo01,1861.0,8.0,29.0,Altoona,USA,PA,1887.0,5.0,11.0,USA,WI,La Crosse,John,Ake,John Leckie,180.0,73.0,R,R,1884-05-12,akejo01,1884-07-15,ake-j101,1887-05-11,1861-08-29
akerja01,1940.0,7.0,13.0,Tulare,USA,CA,,,,,,,Jack,Aker,Jackie Delane,190.0,74.0,R,R,1964-05-03,akerja01,1974-09-27,akerj102,,1940-07-13
akerfda01,1962.0,6.0,12.0,Denver,USA,CO,2012.0,6.0,24.0,USA,AZ,Phoenix,Darrel,Akerfelds,Darrel Wayne,210.0,74.0,R,R,1986-08-01,akerfda01,1991-07-02,akerd001,2012-06-24,1962-06-12
akersbi01,1904.0,12.0,25.0,Chattanooga,USA,TN,1962.0,4.0,12.0,USA,TN,Chattanooga,Bill,Akers,William G.,178.0,71.0,R,R,1929-09-08,akersbi01,1932-07-27,akerb101,1962-04-12,1904-12-25
akersje01,1887.0,11.0,1.0,Shelbyville,USA,IN,1979.0,5.0,15.0,USA,FL,Bay Pines,Jerry,Akers,Albert Earl,175.0,71.0,R,R,1912-05-04,akersje01,1912-05-25,akerj101,1979-05-15,1887-11-01
akinke01,1995.0,4.0,1.0,Alma,USA,MI,,,,,,,Keegan,Akin,Keegan Lee,235.0,71.0,L,L,2020-08-14,akinke01,,akink001,,1995-04-01
akiyash01,1988.0,4.0,16.0,Yokosuka,Japan,Kanagawa,,,,,,,Shogo,Akiyama,Shogo,182.0,72.0,L,R,2020-07-24,akiyash01,2021-09-16,akiys001,,1988-04-16
alanirj01,1991.0,6.0,14.0,McAllen,USA,TX,,,,,,,R. J.,Alaniz,Ruben,220.0,76.0,R,R,2019-04-12,alanirj01,2021-07-23,alanr001,,1991-06-14
albagi01,1960.0,1.0,18.0,Santiago,D.R.,Santiago,,,,,,,Gibson,Alba,Gibson Alberto,160.0,74.0,L,L,1988-05-03,albagi01,1988-05-08,albag001,,1960-01-18
albaljo01,1982.0,10.0,30.0,San Juan,P.R.,,,,,,,,Jonathan,Albaladejo,Jonathan,270.0,77.0,R,R,2007-09-05,albaljo01,2012-07-20,albaj001,,1982-10-30
albanjo01,1933.0,6.0,26.0,New York,USA,NY,2000.0,6.0,17.0,USA,NY,New York,Joe,Albanese,Joseph Peter,215.0,75.0,R,R,1958-07-18,albanjo01,1958-09-09,albaj101,2000-06-17,1933-06-26
alberjo01,1969.0,6.0,29.0,San Juan,P.R.,,,,,,,,Jose,Alberro,Jose Edgardo,190.0,74.0,R,R,1995-04-27,alberjo01,1997-08-05,albej001,,1969-06-29
alberan01,1985.0,10.0,6.0,North Battleford,CAN,SK,,,,,,,Andrew,Albers,Andrew William,200.0,73.0,R,L,2013-08-06,alberan01,2021-09-15,albea001,,1985-10-06
alberma01,1983.0,1.0,20.0,Houston,USA,TX,,,,,,,Matt,Albers,Matthew James,225.0,73.0,L,R,2006-07-25,alberma01,2019-09-28,albem001,,1983-01-20
alberha01,1992.0,10.0,17.0,San Francisco de Macoris,D.R.,Duarte,,,,,,,Hanser,Alberto,Hanser Joel,215.0,71.0,R,R,2015-05-29,alberha01,2022-10-05,albeh001,,1992-10-17
alberbu01,1950.0,5.0,4.0,Williamsport,USA,PA,,,,,,,Butch,Alberts,Francis Burt,205.0,74.0,R,R,1978-09-07,alberbu01,1978-09-28,albeb101,,1950-05-04
albercy01,1882.0,1.0,14.0,Grand Rapids,USA,MI,1917.0,8.0,27.0,USA,IN,Fort Wayne,Cy,Alberts,Frederick Joseph,230.0,72.0,R,R,1910-09-17,albercy01,1910-10-12,albec101,1917-08-27,1882-01-14
albergu01,1860.0,9.0,,Reading,USA,PA,1912.0,5.0,7.0,USA,CO,Idaho Springs,Gus,Alberts,Augustus Peter,180.0,66.0,R,R,1884-05-01,albergu01,1891-09-22,albeg101,1912-05-07,
albieoz01,1997.0,1.0,7.0,Willemstad,Curacao,,,,,,,,Ozzie,Albies,Ozhaino Jurdy Jiandro,165.0,68.0,B,R,2017-08-01,albieoz01,,albio001,,1997-01-07
albosed01,1918.0,10.0,27.0,Saginaw,USA,MI,2003.0,1.0,7.0,USA,MI,Saginaw,Ed,Albosta,Edward John,175.0,73.0,R,R,1941-09-03,albosed01,1946-09-24,alboe101,2003-01-07,1918-10-27
albreed01,1929.0,2.0,28.0,St. Louis,USA,MO,1979.0,12.0,29.0,USA,IL,Centreville,Ed,Albrecht,Edward Arthur,165.0,70.0,R,R,1949-10-02,albreed01,1950-04-26,albre101,1979-12-29,1929-02-28
albrija01,1921.0,6.0,30.0,St. Petersburg,USA,FL,1991.0,7.0,22.0,USA,CA,San Diego,Jack,Albright,Harold John,175.0,69.0,R,R,1947-05-19,albrija01,1947-07-27,albrj101,1991-07-22,1921-06-30
albural01,1986.0,6.0,10.0,San Pedro de Macoris,D.R.,San Pedro de Macorís,,,,,,,Al,Alburquerque,Alberto Jose,195.0,72.0,R,R,2011-04-15,albural01,2017-09-30,albua001,,1986-06-10
alburvi01,1947.0,5.0,12.0,Key West,USA,FL,2017.0,4.0,18.0,USA,FL,Tampa,Vic,Albury,Victor,190.0,72.0,L,L,1973-08-07,alburvi01,1976-09-26,albuv101,2017-04-18,1947-05-12
alcaljo01,1995.0,7.0,28.0,Bajos de Haina,D.R.,San Cristóbal,,,,,,,Jorge,Alcala,Jorge Luis,205.0,75.0,R,R,2019-09-21,alcaljo01,,alcaj001,,1995-07-28
alcalsa01,1952.0,12.0,23.0,San Pedro de Macoris,D.R.,San Pedro de Macorís,,,,,,,Santo,Alcala,Santo,195.0,77.0,R,R,1976-04-10,alcalsa01,1977-09-25,alcas101,,1952-12-23
alcanar01,1991.0,10.0,29.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Arismendy,Alcantara,Arismendy,170.0,70.0,B,R,2014-07-09,alcanar01,2017-08-09,alcaa001,,1991-10-29
alcanis01,1973.0,5.0,6.0,Bani,D.R.,Peravia,,,,,,,Israel,Alcantara,Israel,180.0,74.0,R,R,2000-06-25,alcanis01,2002-08-22,alcai001,,1973-05-06
alcanra01,1992.0,12.0,4.0,Barahona,D.R.,Barahona,,,,,,,Raul,Alcantara,Raul,220.0,76.0,R,R,2016-09-05,alcanra01,2017-09-29,alcar001,,1992-12-04
alcansa01,1995.0,9.0,7.0,Azua,D.R.,Azua,,,,,,,Sandy,Alcantara,Sandy,200.0,77.0,R,R,2017-09-03,alcansa01,2022-09-30,alcas001,,1995-09-07
alcanse01,1996.0,7.0,10.0,Santo Domingo Este,D.R.,Santo Domingo,,,,,,,Sergio,Alcantara,Sergio Junior,151.0,69.0,B,R,2020-09-06,alcanse01,2022-10-05,alcas002,,1996-07-10
alcanvi01,1993.0,4.0,3.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Victor,Alcantara,Victor Alfonso,190.0,74.0,R,R,2017-09-05,alcanvi01,2019-09-29,alcav001,,1993-04-03
alcanke01,2002.0,7.0,12.0,Santo Domingo,D.R.,Distrito Nacional,,,,,,,Kevin,Alcántara,Kevin,188.0,78.0,R,R,2024-09-25,alcanke01,,alcak001,,2002-07-12
alcarlu01,1941.0,6.0,20.0,Humacao,P.R.,,,,,,,,Luis,Alcaraz,Angel Luis,165.0,69.0,R,R,1967-09-13,alcarlu01,1970-06-07,alcal101,,1941-06-20
alcocsc01,1885.0,11.0,29.0,Wooster,USA,OH,1973.0,1.0,30.0,USA,OH,Wooster,Scotty,Alcock,John Forbes,160.0,69.0,R,R,1914-04-19,alcocsc01,1914-08-02,alcos101,1973-01-30,1885-11-29
aldegsa01,2001.0,9.0,19.0,Verona,Italy,Veneto,,,,,,,Sam,Aldegheri,Samuel,210.0,73.0,L,L,2024-08-30,aldegsa01,,aldes001,,2001-09-19
alderda01,1918.0,3.0,9.0,Belden,USA,NE,1982.0,2.0,12.0,USA,CA,Garden Grove,Dale,Alderson,Dale Leonard,190.0,70.0,R,R,1943-09-18,alderda01,1944-07-05,alded101,1982-02-12,1918-03-09
aldresc01,1968.0,6.0,12.0,Flint,USA,MI,,,,,,,Scott,Aldred,Scott Phillip,195.0,76.0,L,L,1990-09-09,aldresc01,2000-05-29,aldrs001,,1968-06-12
aldremi01,1961.0,1.0,29.0,Carmel,USA,CA,,,,,,,Mike,Aldrete,Michael Peter,180.0,71.0,L,L,1986-05-28,aldremi01,1996-09-29,aldrm001,,1961-01-29
aldrija01,1961.0,4.0,14.0,Alexandria,USA,LA,,,,,,,Jay,Aldrich,Jay Robert,210.0,75.0,R,R,1987-06-05,aldrija01,1990-04-26,aldrj001,,1961-04-14
aldrico01,1979.0,6.0,13.0,San Angelo,USA,TX,,,,,,,Cory,Aldridge,Cory Jerome,210.0,72.0,L,R,2001-09-05,aldrico01,2010-07-11,aldrc001,,1979-06-13
aldrivi01,1893.0,10.0,25.0,Crane,USA,IN,1973.0,4.0,17.0,USA,IN,Terre Haute,Vic,Aldridge,Victor,175.0,69.0,R,R,1917-04-15,aldrivi01,1928-08-29,aldrv101,1973-04-17,1893-10-25
alenoch01,1917.0,2.0,19.0,St. Louis,USA,MO,2003.0,2.0,10.0,USA,FL,DeLand,Chuck,Aleno,Charles,215.0,73.0,R,R,1941-05-15,alenoch01,1944-09-23,alenc101,2003-02-10,1917-02-19
alexabl01,1999.0,6.0,11.0,Cape Coral,USA,FL,,,,,,,Blaze,Alexander,Blaze Chanee,160.0,72.0,R,R,2024-03-28,alexabl01,,alexb001,,1999-06-11
alexabo01,1922.0,8.0,7.0,Vancouver,CAN,BC,1993.0,4.0,7.0,USA,CA,Oceanside,Bob,Alexander,Robert Somerville,205.0,74.0,R,R,1955-04-11,alexabo01,1957-09-22,alexb101,1993-04-07,1922-08-07
alexacj01,1996.0,7.0,17.0,Merrillville,USA,IN,,,,,,,CJ,Alexander,Charles Joseph Wesley,215.0,76.0,L,R,2024-06-24,alexacj01,,alexc001,,1996-07-17
alexada01,1903.0,4.0,26.0,Greeneville,USA,TN,1979.0,3.0,2.0,USA,TN,Greeneville,Dale,Alexander,David Dale,210.0,75.0,R,R,1929-04-16,alexada01,1933-09-23,alexd101,1979-03-02,1903-04-26
alexado01,1950.0,9.0,4.0,Cordova,USA,AL,,,,,,,Doyle,Alexander,Doyle Lafayette,190.0,75.0,R,R,1971-06-26,alexado01,1989-09-27,alexd001,,1950-09-04
alexaga01,1953.0,3.0,27.0,Los Angeles,USA,CA,,,,,,,Gary,Alexander,Gary Wayne,195.0,74.0,R,R,1975-09-12,alexaga01,1981-09-28,alexg101,,1953-03-27
alexage01,1968.0,3.0,26.0,Baton Rouge,USA,LA,,,,,,,Gerald,Alexander,Gerald Paul,190.0,71.0,R,R,1990-09-09,alexage01,1992-06-30,alexg001,,1968-03-26
alexahu01,1917.0,7.0,10.0,Buffalo,USA,MO,2000.0,11.0,25.0,USA,OK,Oklahoma City,Hugh,Alexander,Hugh,190.0,72.0,R,R,1937-08-15,alexahu01,1937-09-22,alexh101,2000-11-25,1917-07-10
alexaja01,1993.0,3.0,1.0,Windsor,USA,CA,,,,,,,Jason,Alexander,Jason Raymond,200.0,75.0,R,R,2022-06-01,alexaja01,2022-09-18,alexj001,,1993-03-01
alexama02,1971.0,3.0,20.0,San Pedro de Macoris,D.R.,San Pedro de Macorís,,,,,,,Manny,Alexander,Manuel de Jesus,150.0,70.0,R,R,1992-09-18,alexama02,2006-09-28,alexm001,,1971-03-20
alexama01,1947.0,1.0,30.0,Shreveport,USA,LA,,,,,,,Matt,Alexander,Matthew,168.0,71.0,B,R,1973-08-23,alexama01,1981-10-03,alexm101,,1947-01-30
alexani01,1858.0,11.0,24.0,Pana,USA,IL,1933.0,12.0,22.0,USA,IL,Pana,Nin,Alexander,William Henry,163.0,64.0,R,R,1884-06-07,alexani01,1884-09-03,alexn101,1933-12-22,1858-11-24
alexape01,1887.0,2.0,26.0,Elba,USA,NE,1950.0,11.0,4.0,USA,NE,St. Paul,Pete,Alexander,Grover Cleveland,185.0,73.0,R,R,1911-04-15,alexape01,1930-05-28,alexg102,1950-11-04,1887-02-26
alexasc01,1989.0,7.0,10.0,Santa Rosa,USA,CA,,,,,,,Scott,Alexander,Scott Alain,195.0,74.0,L,L,2015-09-02,alexasc02,,alexs001,,1989-07-10
alexaty01,1994.0,7.0,14.0,Chicago,USA,IL,,,,,,,Tyler,Alexander,Tyler John,203.0,74.0,R,L,2019-07-03,alexaty01,,alext001,,1994-07-14
alexawa01,1891.0,3.0,5.0,Atlanta,USA,GA,1978.0,12.0,29.0,USA,TX,Fort Worth,Walt,Alexander,Walter Ernest,165.0,70.0,R,R,1912-06-21,alexawa01,1917-09-08,alexw101,1978-12-29,1891-03-05
alexyaj01,1998.0,4.0,21.0,Honey Brook,USA,PA,,,,,,,A. J.,Alexy,Adam John,195.0,76.0,R,R,2021-08-30,alexyaj01,2022-09-12,alexa001,,1998-04-21
alfarja01,1977.0,11.0,29.0,San Antonio,USA,TX,,,,,,,Jason,Alfaro,Jason,185.0,70.0,R,R,2004-09-09,alfarja01,2004-10-01,alfaj001,,1977-11-29
alfarjo01,1993.0,6.0,11.0,Sincelejo,Colombia,Sucre,,,,,,,Jorge,Alfaro,Jorge Mario,230.0,75.0,R,R,2016-09-12,alfarjo01,2022-10-05,alfaj002,,1993-06-11
alfonan01,1972.0,4.0,16.0,La Romana,D.R.,La Romana,,,,,,,Antonio,Alfonseca,Antonio,250.0,77.0,R,R,1997-06-17,alfonan01,2007-09-23,alfoa001,,1972-04-16
alfoned01,1973.0,11.0,8.0,Santa Teresa,Venezuela,Miranda,,,,,,,Edgardo,Alfonzo,Edgardo Antonio,210.0,71.0,R,R,1995-04-26,alfoned01,2006-06-11,alfoe001,,1973-11-08
alfonel01,1979.0,2.0,7.0,Puerto la Cruz,Venezuela,Anzoátegui,,,,,,,Eliezer,Alfonzo,Eliezer Jesus,220.0,71.0,R,R,2006-06-03,alfonel01,2011-09-13,alfoe002,,1979-02-07
alforan01,1994.0,7.0,20.0,Columbia,USA,MS,,,,,,,Anthony,Alford,Anthony Joseph,215.0,73.0,R,R,2017-05-19,alforan01,2022-04-23,alfoa002,,1994-07-20
alicelu01,1965.0,7.0,29.0,Santurce,P.R.,,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,alicelu01,2002-09-25,alicl001,,1965-07-29
allanan01,1961.0,12.0,22.0,Richmond,USA,VA,,,,,,,Andy,Allanson,Andrew Neal,220.0,77.0,R,R,1986-04-07,allanan01,1995-10-02,allaa001,,1961-12-22
allarbr01,1958.0,1.0,3.0,Spring Valley,USA,IL,,,,,,,Brian,Allard,Brian Marshall,185.0,73.0,R,R,1979-08-08,allarbr01,1981-06-10,allab101,,1958-01-03
allarko01,1997.0,8.0,13.0,Anaheim,USA,CA,,,,,,,Kolby,Allard,Kolby Kenneth,195.0,73.0,L,L,2018-07-31,allarko01,,allak001,,1997-08-13
alldrca01,1996.0,7.0,25.0,Batavia,USA,OH,,,,,,,Cam,Alldred,Cameron Mitchell,205.0,75.0,L,L,2022-05-12,alldrca01,2022-05-12,alldc001,,1996-07-25
allenau01,1994.0,1.0,16.0,St. Louis,USA,MO,,,,,,,Austin,Allen,Austin Michael,219.0,74.0,L,R,2019-05-11,allenau01,2022-04-30,allea001,,1994-01-16
allenbe01,1939.0,4.0,16.0,East Liverpool,USA,OH,,,,,,,Bernie,Allen,Bernard Keith,175.0,72.0,L,R,1962-04-10,allenbe01,1973-09-19,alleb105,,1939-04-16
allenbo02,1894.0,10.0,13.0,Muscoda,USA,WI,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,Robert,180.0,70.0,R,R,1919-08-20,allenbo02,1919-09-09,alleb104,1975-12-18,1894-10-13
allenbo01,1867.0,7.0,10.0,Marion,USA,OH,1943.0,5.0,14.0,USA,AR,Little Rock,Bob,Allen,Robert Gilman,175.0,71.0,R,R,1890-04-19,allenbo01,1900-06-01,alleb103,1943-05-14,1867-07-10
allenbo04,1937.0,10.0,23.0,Tatum,USA,TX,2023.0,12.0,12.0,USA,TX,Tatum,Bob,Allen,Robert Gray,175.0,74.0,L,L,1961-04-14,allenbo04,1967-09-27,alleb101,2023-12-12,1937-10-23
allenbr01,1986.0,2.0,12.0,Conroe,USA,TX,,,,,,,Brandon,Allen,Brandon Durell,230.0,74.0,L,R,2009-08-22,allenbr01,2012-05-09,alleb001,,1986-02-12
allench01,1975.0,2.0,6.0,Dallas,USA,TX,,,,,,,Chad,Allen,John Chad,195.0,73.0,R,R,1999-04-06,allench01,2005-06-02,allec001,,1975-02-06
allenco01,1988.0,11.0,20.0,Orlando,USA,FL,,,,,,,Cody,Allen,Cody Edward,210.0,73.0,R,R,2012-07-20,allenco01,2019-06-14,allec002,,1988-11-20
allendi01,1942.0,3.0,8.0,Wampum,USA,PA,2020.0,12.0,7.0,USA,PA,Wampum,Dick,Allen,Richard Anthony,187.0,71.0,R,R,1963-09-03,allendi01,1977-06-19,alled101,2020-12-07,1942-03-08
allendu01,1972.0,8.0,9.0,Oklahoma City,USA,OK,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,allendu01,2000-10-01,alled001,,1972-08-09
allenbo03,1914.0,7.0,2.0,Smithville,USA,TN,2005.0,10.0,30.0,USA,VA,Chesapeake,Earl,Allen,Robert Earl,165.0,73.0,R,R,1937-09-19,allenbo03,1937-10-02,alleb102,2005-10-30,1914-07-02
allenet01,1904.0,1.0,1.0,Cincinnati,USA,OH,1993.0,9.0,15.0,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180.0,73.0,R,R,1926-06-13,allenet01,1938-06-18,allee101,1993-09-15,1904-01-01
allenfr01,1888.0,8.0,26.0,Newbern,USA,AL,1933.0,7.0,30.0,USA,AL,Gainsville,Frank,Allen,Frank Leon,175.0,69.0,R,L,1912-04-24,allenfr01,1917-09-19,allef101,1933-07-30,1888-08-26
allengr01,1993.0,3.0,15.0,San Diego,USA,CA,,,,,,,Greg,Allen,Gregory Lomack,185.0,72.0,B,R,2017-09-01,allengr01,2022-09-24,alleg002,,1993-03-15
allenha01,1846.0,4.0,20.0,Augusta,USA,ME,1881.0,2.0,6.0,USA,MA,Natick,Ham,Allen,Frank Erwin,,64.0,,,1872-04-27,allenha01,1872-08-09,alleh102,1881-02-06,1846-04-20
allenha02,1940.0,7.0,23.0,Wampum,USA,PA,2024.0,5.0,29.0,USA,MD,Bethesda,Hank,Allen,Harold Andrew,190.0,72.0,R,R,1966-09-09,allenha02,1973-09-28,alleh104,2024-05-29,1940-07-23
allenhe01,1863.0,2.0,25.0,Westport,USA,CT,1916.0,9.0,21.0,USA,CT,Saugatuck,Hezekiah,Allen,Hezekiah,160.0,71.0,,,1884-05-16,allenhe01,1884-05-16,alleh103,1916-09-21,1863-02-25
allenho01,1899.0,6.0,11.0,Deland,USA,FL,1981.0,7.0,5.0,USA,NC,Canton,Horace,Allen,Horace Tanner,187.0,72.0,L,R,1919-06-15,allenho01,1919-09-27,alleh101,1981-07-05,1899-06-11
allenja01,1855.0,10.0,2.0,Woodstock,USA,IL,1915.0,4.0,21.0,USA,NJ,Trenton,Jack,Allen,Cyrus Alban,160.0,,R,R,1879-05-01,allenja01,1879-07-17,allej103,1915-04-21,1855-10-02
allenja02,1958.0,5.0,29.0,Yakima,USA,WA,,,,,,,Jamie,Allen,James Bradley,205.0,72.0,R,R,1983-05-01,allenja02,1983-09-04,allej101,,1958-05-29
allenjo01,1890.0,10.0,27.0,Berkeley Springs,USA,WV,1967.0,9.0,24.0,USA,MD,Hagerstown,John,Allen,John Marshall,170.0,73.0,R,R,1914-06-02,allenjo01,1914-06-02,allej104,1967-09-24,1890-10-27
allenjo02,1904.0,9.0,30.0,Lenoir,USA,NC,1959.0,3.0,29.0,USA,FL,St. Petersburg,Johnny,Allen,John Thomas,180.0,72.0,R,R,1932-04-19,allenjo02,1944-09-26,allej102,1959-03-29,1904-09-30
allenki01,1953.0,4.0,5.0,Fontana,USA,CA,,,,,,,Kim,Allen,Kim Bryant,175.0,71.0,R,R,1980-09-02,allenki01,1981-09-29,allek101,,1953-04-05
allenll01,1950.0,5.0,8.0,Merced,USA,CA,,,,,,,Lloyd,Allen,Lloyd Cecil,185.0,73.0,R,R,1969-09-01,allenll01,1975-07-27,allel101,,1950-05-08
allenlo01,1997.0,5.0,23.0,West Palm Beach,USA,FL,,,,,,,Logan,Allen,Logan Shane,200.0,75.0,R,L,2019-06-18,allenlo01,,allel002,,1997-05-23
